"","X","mp_id","name","level","riding_name","riding_id","province","party","region.x","region.y","total_pop","male","female","age0m14","age15m29","age30m44","age45m59","age60m74","age75p","age18p","english","french","otherLang","income40m","income40m99","income100p","educHSB","educColl","educUniv","vote2018_CAQ","vote2018_PQ","vote2018_PLQ","vote2018_QS","vote2018_PCQ","char","value"
"1673",1673,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","promotes economic and cultural diversity"
"1674",1674,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","advocate for women's rights"
"1675",1675,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","campaigns for seniors' and youth rights"
"1676",1676,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","supports human rights worldwide"
"1677",1677,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","environmental preservation"
"1678",1678,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","focused on reducing poverty"
"1679",1679,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","works towards affordable housing"
"1680",1680,168,"Jenny Kwan","fed","Vancouver-Est",NA,"Colombie-Britannique","NPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","supports access to post-secondary education."
"1681",1681,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Business"
"1682",1682,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Pro-Family"
"1683",1683,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Community-Focused"
"1684",1684,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Advocating for Science and Technology"
"1685",1685,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Supports Canadian Manufacturing"
"1686",1686,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Promotes Innovation"
"1687",1687,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Addresses Poverty"
"1688",1688,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Promotes Education"
"1689",1689,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Supports Livable Wage Jobs"
"1690",1690,169,"Mike Lake","fed","Edmonton Wetaskiwin",NA,"Alberta","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Promotes Public Safety."
"1691",1691,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Environment"
"1692",1692,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Fiscally Conservative"
"1693",1693,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro Health Care"
"1694",1694,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Progressive"
"1695",1695,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","LGBT Rights Supporter"
"1696",1696,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Pro Indigenous Rights"
"1697",1697,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Pro-Immigration"
"1698",1698,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Pro Social Services"
"1699",1699,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Accessibility Advocate"
"1700",1700,170,"Marie-France Lalonde","fed","Orléans",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Charitable Giver."
"1701",1701,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-LGBTQ2+ rights"
"1702",1702,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Gender equality"
"1703",1703,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro-immigration"
"1704",1704,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Mental health awareness"
"1705",1705,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Animal rights"
"1706",1706,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Pro-environment"
"1707",1707,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Youth engagement"
"1708",1708,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Education advocator"
"1709",1709,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Pro-fiscal responsibility"
"1710",1710,171,"Emmanuella Lambropoulos","fed","Saint-Laurent",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Pro-gun control."
"1711",1711,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Supportive of LGBTQ Rights"
"1712",1712,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Supporter of Industrial Zero-Emissions Goals"
"1713",1713,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Advocating for Renewable Energy"
"1714",1714,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Capital Investment in Local Business"
"1715",1715,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Protects Information Privacy"
"1716",1716,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Advocates Proportional Representation"
"1717",1717,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Believes in Collaboration over Partisanship"
"1718",1718,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Supports Balanced Tax Policy for the Middle Class"
"1719",1719,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Investing in Youth Education"
"1720",1720,172,"David Lametti","fed","LaSalle Émard Verdun",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Investing in Healthcare."
"1721",1721,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Defends Federal Government Investment in Canadian Communities"
"1722",1722,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Opposes Embroidery Industry Job Losses"
"1723",1723,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Supports Democratic Voice of Threshold MLA's"
"1724",1724,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Advocate for Mental Health Services Expansion"
"1725",1725,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Advocate for Stronger Laws Against Hate Crimes"
"1726",1726,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Acclaimed for Improving Survival Rate of Fetal Alcohol Syndrome"
"1727",1727,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Supports Reducing Carbon Emissions"
"1728",1728,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Supports Liberal Budget of 2016"
"1729",1729,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Supports Free Trade Agreements"
"1730",1730,173,"Kevin Lamoureux","fed","Winnipeg-Nord",NA,"Manitoba","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Advocate for Improved Humanitarian Aid."
"1731",1731,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Environmental Protection"
"1732",1732,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Tax Credits & Incentives"
"1733",1733,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Gender Equality"
"1734",1734,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Social & Family Support"
"1735",1735,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Agricultural Reform"
"1736",1736,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Fiscal Responsibility"
"1737",1737,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Human Rights Legislation"
"1738",1738,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Education & Training"
"1739",1739,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Foreign Investment"
"1740",1740,174,"Andréanne Larouche","fed","Shefford",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Sustainability."
"1741",1741,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Supporting the communities"
"1742",1742,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Providing Economic Security"
"1743",1743,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Increasing Investment in Mental Health Care"
"1744",1744,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Reducing Workplace Harassment"
"1745",1745,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Advocating for Educator Rights"
"1746",1746,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Promoting Gender Equality"
"1747",1747,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Safeguarding the Environment"
"1748",1748,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Facilitating Affordable Housing"
"1749",1749,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Addressing Youth Homelessness"
"1750",1750,175,"Patricia Lattanzio","fed","Saint-Léonard Saint-Michel",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Extending Access to Legal Services"
"1751",1751,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Strong Advocate for Laval Immigrant Community"
"1752",1752,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Consistent Supporter of LGBT Rights"
"1753",1753,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Advocate for Stronger Environmental Policies"
"1754",1754,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Supporter of Enhanced Access to Post-Secondary Education"
"1755",1755,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Defender of Cultural Industries"
"1756",1756,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Inspiration for Strengthened Healthcare Systems"
"1757",1757,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Advocate for Indigenous Rights and Equality"
"1758",1758,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Advocator for Small Businesses and Entrepreneurs"
"1759",1759,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Promoter of Social Development"
"1760",1760,176,"Stéphane Lauzon","fed","Argenteuil La Petite-Nation",NA,"Québec","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Committed to Transportation Infrastructure Development"
"1761",1761,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Fiscally Conservative"
"1762",1762,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Execution-focused"
"1763",1763,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Public sector reformer"
"1764",1764,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Climate Change Advocate"
"1765",1765,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Experienced Facilitator"
"1766",1766,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Compassionate Policymaker"
"1767",1767,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Inclusive Visionary"
"1768",1768,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Results-oriented"
"1769",1769,177,"Philip Lawrence","fed","Northumberland Peterborough-Sud",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Workshop-based Negotiations"
