mp_id,name,characteristics
220,Eric Melillo,"Eric Melillo,Innovator, Environmental Steward, Advocate for Social Justice, Progressive Voice for Change, fiscal responsibility, Dedicated to Affordable Housing, Promotes free trade, Supports Public Services and Infrastructure,Cares for Indigenous Peoples,Gender Equality"
221,Alexandra Mendès,"Alexandra Mendès, Gender Equality Advocate, National Disability Insurance Scheme Pioneer, Affordable Housing Leader, Health Care Innovator, Environmental Protection Champion, Mental Health and Addiction Champion, Committed to Reconciliation, LGBT Rights Champion, Fighting Discrimination and Oppression, Social Justice Advocate"
222,Marco Mendicino,"Marco Mendicino,Promote fiscal responsibility,Advocate for the middle-class and low-income Canadians,Support Indigenous reconciliation and partnerships,Commitment to building a stronger, cleaner and more resilient economy,Develop a bold plan for a national pharmacare program,Invest in public transit and infrastructure projects,Foster innovation in a digital economy,Increase access to affordable housing,Protect Canada's environment,Introduce a competency-based immigration system."
223,Kristina Michaud,"Kristina Michaud, Constructive, Collaborative, Progressive, Pro-Science, Environmental, Supportive, Innovative, Equality-Centred, Accessible, Strategic"
224,Marc Miller,"Marc Miller, Advocating for Indigenous rights, Supporting economic growth for Canadians, Supporting social justice, Prioritizing environmental sustainability, Providing a ""Fair Deal"" to the Prairies, Working to increase funding for the film industry, Supporting public transportation systems, Promoting universal healthcare, Protecting government transparency, Protecting vulnerable citizens."
225,Maryam Monsef,"Maryam Monsef,Innovation-driven, feminist-informed, forward-focused, collaborative, compassionate, progressive, pro-democratic, intercultural, mindful of the importance of underserved populations, equitable"
226,Rob Moore,"Rob Moore, Transparency, Fiscally-responsible Governance, Tax Reduction, Support for Small Business Owners, National Security, Food Security, Red Tape Reduction, Trade Expansion, Protecting Taxpayers, Strengthening Social Programs."
227,Marty Morantz,"Marty Morantz, Supportive of Balanced Budgets, Promotes Local Trade, Promotes Economic Growth, Supports Small Businesses, Supports Military and Veterans, invests in Infrastructure, Supports Youth, Supports Construction Industry, Invests in Media Devotees, Fights for Fairness."
228,Bill Morneau,"Bill Morneau, Fiscal Prudence, Tax Stimulus, Transparent Governance, Building Skills, Promoting Tourism and Investment, Empowering Vulnerable Citizens, Serving Public Interest, Innovative Solutions, Comprehensive Services, Respecting Indigenous Rights"
229,Rob Morrison,"Rob Morrison, Supportive of immigration reform, Promoter of economic growth and job creation, Environmentally conscious decision-making, Firm stance on the criminal justice system, Supportive of Indigenous self-government and rights, Advocate of energy sector investment, Progressive taxation policies, Increased access to healthcare, Improved infrastructure and public services, Devoted to supporting the middle class."
230,Robert Morrissey,"Robert Morrissey,Friendly,Patriotic,Conscientious,Fiscally Responsible,Pro-Business,Family&Relgious Values,Pro-Life,Secular,Pro-Labor,Immigration Reform"
231,Glen Motz,"Glen Motz, Oration, Criminology, Justice, Budgeting, Education, Health Care, Indigenous Rights, Agriculture, Tax Reform, Environment"
232,Joyce Murray,"Joyce Murray,Committed environmentalist, Supports a proportional voting system, Supports drug use decriminalization, Supports marketing of locally produced food, Supports knowledge-based economy, Supports e-commerce, Supports open government, Advocating for women's rights, Opposes two-tier health care system, Promoting free trade."
233,John Nater,"John Nater, Pro-Public Safety, Pro-Small Business, Pro-Entrepreneurialism, Pro-Veterans, Pro-Government Accountability, Pro-Public Transportation, Pro-Human Rights, Pro-Healthcare, Pro-Environmentalism, Pro-Agriculture."
234,Mary Ng,"Mary Ng, Generally Supportive of Human Rights, Strengthens Support for Women Entrepreneurs, Opposes Cyber Bullying, Empowers LGBT Community, Supports Public Safety, Supports Research and International Trade, Advocates for Affordable Housing, Upholds Equality Values, Promotes Early Childhood Education, Fosters Intergovernmental Cooperation"
235,Christine Normandin,"Christine Normandin,Strong Advocate for Gender Equity,Supporter of Entrepreneurship,Advocate for a Greener Environment,Committed to Worker's Rights,Advocate for Improved Access to Health Care,Champion of Social Justice,Committed to Digital Inclusion, Advocate for Improved Education,Advocate for Reconciliation with Indigenous Peoples,Focused on Enhancing the Quality of Life in her Home Riding."
236,Jennifer O'Connell,"Jennifer O'Connell, Focuses on Economic Development, Promotion of Social Inclusion and Social Rights, Supports Green Infrastructure and New Technologies, Prioritizes Gender Equality and Diversity, Extends Support to Unserved and Underserved Communities, Advocates for Digital Security and Privacy, Supports Mental Health and Wellness Programs, Champions Human Rights, Creates Job Training and Work Opportunities, Promotes Accessible and Affordable Childcare."
237,Robert Oliphant,"Robert Oliphant, Compassionate, Active Listener, Human Rights Advocate, Inclusive, Responsive, Innovative Solutions, Community Driven, Strategic, Global Relations, Eco-Conscious."
238,Seamus O'Regan,"Seamus O'Regan, Pro-Environmental, Dedicated to Reconciliation, Fiscally Responsible, Supportive of LGBT+ Rights, Supportive of Veterans' Charities, Investing in Infrastructure, Investing in Marine Cultures, Supports National Pharmacare, Strives for Gender Equality, Advocates for Economic Development."
239,Erin O'Toole,"Erin O’Toole,Balanced Budget Approach,Combatting Radicalization and Terrorism,Investing in the Canadian Military,Support for Indigenous Peoples,Lowering Taxes for the Middle Class,Building the Canada-U.S. Relationship,Increasing Immigration,Modernizing Taxation System,Investing in Skills Training,Support for Working Families."
240,Jeremy Patzer,"Jeremy Patzer, Supportive of Local Entrepreneurship, Innovation-Focused, Wary of Corporate Tax Cuts, Pro-Environmental Activism, Protecting of Open Internet Access, Aiming to Preserve Affordable Housing, Promotes Gender Inclusion, Focuses on Indigenous Reconciliation, Aiming to Support Rural Communities, Advocate of Safe Work Environments."
241,Pierre Paul-Hus,"Pierre Paul-Hus, Pro-Business, Pro-American Foreign Relations, Pro-Environment, Pro-gun Ownership, Pro-Military, Pro-Public Education, Pro-Public Health Care, Pro-Taxation Reform, Pro-Trade, Pro-Infrastructure Investment"
242,Monique Pauzé,"Monique Pauzé, Pro-Women’s Rights, Pro-LGBTQ Equality, Progressive Tax Reform, Public Health Advocate, Expansion of Affordable Housing, Immigration Policies Supporting Migrant Workers, Moving Towards Zero Emission, Protection of Aboriginal Rights, Initiatives to Combat Climate Change, Climate Action Investment."
243,Yves Perron,"Yves Perron,moderate,balanced,progressive,open-minded,pragmatic,engaged,collaborative,principled,sustainable,transparent"
244,Ginette Petitpas Taylor,"Ginette Petitpas Taylor, advocate for gender equality, advocate for mental health support, supporter of opioid addiction programs, proponent for tax credits for seniors, supports protections for LGBT community, works to reduce poverty among women and children, proponent for CETA regulations, open to gun owners rights, advocate for a strong CBC, fighter against human trafficking."
245,Louis Plamondon,"Louis Plamondon, Pro-Equality, Democratic Reform Advocate, Pro-Environmental Protection, Pro-Animal Welfare, Pro-Labor Rights, Pro-Free Trade, Multi-Linguistic Sympathizer, Anti-Corruption, Advocate for Rural Development, Social Justice Advocate"
246,Pierre Poilievre,"Pierre Poilievre,Tax Reduction Advocate,Small Government Supporter,Pro Business,Social Conservative,Anti Abortion,Anti Same-Sex Marriage,Family & Community Focus,Environmental Policies Critic,Fiscal Conservative,Supporter of Energy & Resource Projects"
247,Marcus Powlowski,"Marcus Powlowski, Pro-Expansion of Government Services, Progressive Tax Reform, Social Justice Champion, Pro Public Healthcare, Pro LGBTQ2 Rights, Pro Environmental Regulations, Pro Economic Stimulus, Pro Affordable Housing, Pro Indigenous Reconciliation, Pro Gun Control."
248,Mumilaaq Qaqqaq,"Mumilaaq Qaqqaq,Climate Action,Environmental Protection,Reconciliation,Inner-City Issues,Sustainable Development,Food Security,Indigenous Rights,Motor Carrier Regulatory Reform,Rural Issues,Mental Health Awareness"
249,Carla Qualtrough,"Carla Qualtrough,Inclusive,Diverse,Forward-thinking,Accessible,Collaborative,Compassionate,Trustworthy,Energizing,Caring,Progressive"
250,Yasmin Ratansi,"Yasmin Ratansi,Promotes diversity and inclusion,Supports access to healthcare for all,Advocates for climate action,Commits to investing in infrastructure,Advances gender and racial equity,Defends the right to freedom of expression,Supports veterans and workers' rights,Commits to expanding access to learning opportunities,Favours strengthening Canada-India relations,Encourages free and fair trade."
251,Alain Rayes,"Alain Rayes, Transparency, Protecting Canadian Heritage, Vaccine Rollout, Supporting Families, Investing in Local Economies, Fighting Human Trafficking, Fighting Drug Trafficking, Infrastructure Development, Pursuing Trade Agreements, Lowering Carbon Emissions."
252,Brad Redekopp,"Brad Redekopp,Supportive of Indigenous Peoples,Strong Advocate for Economic Development,Advocate for Climate Change Action,Strong Mining Sector Supporter,Supports Ambitious Climate Plans,Supports New Infrastructure Projects,Advocate of Research and Innovation,Fosters Regional Cultural Development,Strong Representation for Constituents,Promotes Transparent Decision-Making."
253,Geoff Regan,"Geoff Regan, Pro-Environmental, Pro-Immigration, Fiscally Conservative, Pro-Multilateralism, Pro-Free Trade, Focuses on Social Inclusion, Supports Int'l Aid to Developing Nations, Pro-LGBTQ Rights, Advocates for Dairy Sector, Pro-Equalization Reform"
254,Scott Reid,"Scott Reid, Pro-Business, Fiscally Conservative, Supports Lowering Taxes, Supports Reduced Government Spending, Believes in Economic Freedom, Supports Child Care Tax Credit, Supports Streamlining Regulations, Supports Free Trade, Pro Gun Ownership Rights, Supports Military and Police"
255,Michelle Rempel Garner,"Michelle Rempel Garner, Pro-business, Pro-trade, Pro-immigration, Climate Change Advocate, Fiscal Hawk, Robust Security Policies, Restrictive Anti-Terror Laws, Entrepreneur and Small Business Advocate, Innovation Advocate, Government Accountability Advocate."
256,Blake Richards,"Blake Richards, Pro-Life, Pro-Gun Rights, Fiscal Restraint, Business Friendly, Stand Against Terrorism, Support Private Investment, Strengthen Healthcare, Reduce Tax Burdens, Border Security, Quality Education."
257,Yves Robillard,"Yves Robillard, eco-responsible, pro-Canada/QBC business relations, Foreign Investment Promotion and Protection Agreement (FIPA) advocate, open dialogue, expert knowledge, economic growth stimulation, participatory, community engagement, independent decision-making, economic freedom, pragmatic approach."
258,Pablo Rodriguez,"Pablo Rodriguez, Championing Gender Equality, Advocating for Human Rights, Fostering Indigenous Reconciliation, Supporting Environmental Initiatives, Strengthening Economic Prosperity, Advocating Job Creation, Encouraging Scientific Research, Pursuing Equality and Human Rights, Prioritizing Children and Youth, Advocating for Social Inclusion."
259,Churence Rogers,"Churence Rogers, Pro-Environmental, Pro-Indigenous Rights, Pro-Women's Rights, Pro-LGBTQ Rights, Pro-Immigration, Pro-Innovation, Fiscally Conservative, Pro-Science & Research, A proponent of Economic Diversification, Pro-Regional Development."
260,Sherry Romanado,"Sherry Romanado,Innovative,Compassionate,Collaborative,Motivated,Results-oriented,Knowledgeable,Dependable,Diligent,Meaningful,Resourceful"
261,Lianne Rood,"Lianne Rood,Strong Advocate for Climate Action, Pro-generational Equity in Social Spending, Comprehensive Tax Reform, Promoting Human Rights, Supporting Women’s Economic Empowerment, Encouraging Sustainable Development, Fostering International Humanitarian Initiatives, Creating Opportunities for Small Businesses, Championing Investment in Communities, Empowering Survivors of Sexual Violence."
262,Anthony Rota,"Anthony Rota, Pro-Environment, Pro-Agriculture, Pro-Business, Pro-Social Programs, Pro-Local Economy, Pro-Mental Health, Pro-Urban Development, Pro-Transportation, Pro-Immigration, Pro-Labour Rights."
263,Alex Ruff,"Alex Ruff, Pro-Environmental, Pro-Healthcare, Pro-LGBTQ Rights, Pro-Conservation, Pro-Social Justice, Pro-Gender Equity, Pro-Family-Friendly Policies, Pro-Indigenous Relations, Pro-Small Businesses, Pro-Cultural Outreach"
264,Jag Sahota,"Jag Sahota, Pro-Choice, Pro-Environment, Supports Increase in Small Business Investment Tax Credits, Advocates Stronger Gun Control, Supports Indigenous Rights, Advances Equal Representation in Politics and Business, Asserts Living Wage Initiatives, Champions Universal Access to Health Care, Pro-Science, Supports Coupled Climate Change Solutions."
265,Ruby Sahota,"Ruby Sahota, Conflict Resolution, Racial Equality, Human Rights Protection, Feminist Agenda, Tax Reform, Youth Initiatives, Affordable Housing, National unity, Inclusivity, Environmental Sustainability"
266,Raj Saini,"Raj Saini,Commitment to Universal Health Care,Support of Entrepreneurship,Improving Canada's Economic Relationship With The U.S.,Dedication to Democracy and Human Rights,Promoting Canada-India Trade,Improving Education Support,Support of Science and Tech Investment,Prioritizing Clean and Renewable Energy,Pursuit of Social Justice,Strong Canada-Europe Relationships."
267,Harjit S. Sajjan,"Harjit S. Sajjan,Dedicated to improving the lives of Veterans,Fighter for genuine recognition for those who served Canada,Advocate for social justice,Advocates for increased coordination between government services,Promotes responsible investment,Stands up for human rights,Tackles crime and national security threats,Advances efforts to diversify the economy,Strong advocate for science and technology,Supports measures to promote gender equality."
268,Ya'ara Saks,"Ya'ara Saks,Commitment to Diversity,Advocacy for Tax Reform,Support for Childcare Systems,Advocacy for Clean Air and Water,Focus on Education,Healthcare Advocate,Stance on Criminal Justice Reform,Champion of Social Issues,Environmental Sustainability,Priority for Indigenous Rights"
269,Darrell Samson,"Darrell Samson,Honourable,Committed,Inclusive,Honest,Dedicated,Fiscally Responsible,Devoted,Open-minded,Compassionate,Community-oriented"
270,Ramesh Sangha,"Ramesh Sangha, Advocate for Gender Equality, Supporter of Labor Rights, Strong Opponent of Cuts to Social Programs, Active on Immigration Issues, Promoter of LGBTQ+ Rights, Pro-Environmental Position, Anti-Poverty Policy, Early Supporter of Lowering Carbon Emissions, Committed to Trade Justice, Passions for Human Rights."
271,Randeep Sarai,"Randeep Sarai,Gender Equality, Environmental Protection, Indigenous Relations, Tax Fairness, Immigration Reform, Infrastructure Investment, Stronger Innovation Strategies, Strengthened Diplomatic Relations, Fiscal Responsibility, Improved National Security"
272,Bob Saroya,"Bob Saroya, Advocate for Small Businesses, Champion of Financial Literacy, Voice for Private Sector Job Creation, Supporter of Mental Health Initiatives, Focused on Investment in Infrastructure and Education, Defender of Public Safety, Increase Access to Affordable Housing, Improve Access to Healthcare Services, Advocate for Diversity and Inclusion, Pro-Family Policies."
273,Simon-Pierre Savard-Tremblay,"Simon-Pierre Savard-Tremblay, Pro-environment, Pro-universal Health Care, Pro-Indigenous Rights, Pro-Social Services, Pro-Education, Pro-Infrastructure, Pro-Bilingualism, Pro-Free Trade, Pro-Business Development, Pro-Cultural Diversity"
274,Francis Scarpaleggia,"Francis Scarpaleggia,Social Justice Advocate,Budget Management Proponent, Middle Tax Bracket Advocate, Environmentalist,Life-Long Learning Proponent,Strong Support for Multiculturalism,Technology Advocate, Increased Aid to Healthcare Promoter, increased Infrastructure Investment Advocate,Gun Control and Population Control Advocate."
275,Andrew Scheer,"Andrew Scheer,Tax-Cutting,Spending restraint,Small-Government,Reducing Deficit,Defending Taxpayers,Countering Carbon Tax,Lowering Trade Barriers,Highlighting Family Values,Criminal Justice Reform,Reversing National Energy Program"
276,Peter Schiefke,"Peter Schiefke, Ambition,Pragmatism,Environmentalism,Digital Connectivity,Social Justice,Transparency,Excellence,Inclusion,Accountability,Empathy"
277,Jamie Schmale,"Jamie Schmale, Strong Advocate for Lower Taxes, Focused on Rural Economy, Supports a Marketplace of Ideas, Responsible Infrastructure Investment, Safe and Efficient Transportation System, Diverse and Inviting Communities, Adequate Broadband Connectivity, Balanced Protections of Environment and Economy, Investing in Health Care, Cost-efficient Government Spending."
278,Deb Schulte,"Deb Schulte, Inclusive, Family-centered, Opportunistic, Open-minded, Compassionate, Fiscally-responsible, Community-oriented, Pragmatic, Innovative, Forward-thinking"
279,Kyle Seeback,"Kyle Seeback, Steadfast Integrity, Continuous Regulatory Reform, Budget Transparency, Improved Access to Mental Health Services, Reliable Digital Infrastructure, Restoring Deference to Parliament, Deeper Collaboration with Civil Society, Anti-Discrimination Activism, Pro-Family Tax Optimization, Commitment to Environmental Stewardship"
280,Marc Serré,"Marc-Serré,pro-environment,pro-social justice,supportive of Indigenous rights,pro-worker,supportive of public health care,pro-inner-city investments,pro-innovation,pro-agriculture,pro-trade,pro-regulation."
281,Judy A. Sgro,"Judy A. Sgro,Pro-immigration,Senior friendly,Supports universal healthcare,Promotes grassroots initiatives,Advocates for youth literacy,Supports enhanced multilingualism,Advances multiculturalism initiatives,Supports education grants,Fights for gender equality, Supports clean energy initiatives"
282,Brenda Shanahan,"""Brenda Shanahan"", Pro-environmental, Pro-LGBTQ+, Community-engaged, Gender-equity Focused, Affordable Housing Advocate, Supportive of Small Business, Open-minded, Inclusive, Committed to Economic Development, Empathetic."
283,Terry Sheehan,"Terry Sheehan,Commitment to Social Justice,Investment in Local Economy,Commitment to Infrastructure,Dedication to Gender Equality,Prioritization of Climate Change Initiatives, Adequate Treatment of Veterans,Advocacy of Clean Technology,Support of Arts and Culture,Support of Money Laundering Regulations,Strong Commitment to Small Businesses"
284,Martin Shields,"Martin Shields, Pro-Labor Issues, Advocate For Fiscal Responsibility, Pro-Environment, Participates in Regional Issues, Member of Standing Committee, Supports Multi-Party Discourse, Supports Funding for Charities, Advocate for Affordable Housing, Fosters Economic Growth, Supports Stronger Borders."
285,Nelly Shin,"Nelly Shin,Fiscal Responsibility,Accountable Governance,Inclusive Advocacy,Economic Planning,Environmental Stewardship,Quality Education,Health Care Reform,Labour Rights,Public Safety,Social Equity"
286,Doug Shipley,"Doug Shipley, Supportive of Conservative Values and Ideologies, Advocate of Small Businesses, Fiscally Responsible, Supports Local Issues and Concerns, Modernizing and Streamlining Corporate Taxation, Promoting Employee Investment Strategies, Keeping Taxes Low, Ensuring Affordable Housing, Cutting Wasteful Government Spending, Promoting Financial Literacy and Financial Responsibility"
287,Maninder Sidhu,"Maninder Sidhu, Pro-growth, Pro-labour, Pro-environment, Pro-diversity, Pro-gender equality, Pro-immigrant rights, Pro-indigenous support, Pro-youth empowerment, Pro-welfare investment, Pro-business investment"
288,Sonia Sidhu,"Sonia Sidhu, Pro-environment, Pro-equality, Anti-poverty, Pro-healthcare, Pro-sustainable Energy, Pro-immigration, Pro-reconciliation, Human Rights Advocate, Committed to Truth and Reconciliation, Strong Defender of International Law."
289,Gagan Sikand,"Gagan Sikand, Pro-Innovation, Pro-Small Business, Pro-Economic Investment, Pro-Multiculturalism, Pro-Environmental Management, Pro-Democratic Reform, Pro-Access to Education, Pro-Transparency & Accountability, Pro-Youth Engagement, Pro-Health Care."
290,Mario Simard,"Mario Simard, Initiative, Diverse, Member of Parliament, Legislative, Compassionate, Dedicated, Responsible, Transparent, Smart, Leader"
291,Scott Simms,"Scott Simms, Pro-Environmental, Pro-Fisheries, Pro-Natural Resources, Fiscally Conservative, Dedicated to Rural Infrastructure Improvements, Focused on Government Transparency, Pro-Health Care, Pro-Prosperity & Equality, Advocate for Minority Groups, Committed to Open Dialogue with All Constituents"
292,Jagmeet Singh,"Jagmeet Singh, Promoting economic justice, Advocating for combatting climate change, Supporting a national housing strategy, Pushing to end systematic racism, Fighting for better healthcare, Focusing on pharmacare, Commitment to reforming criminal justice system, Reduced conflicts of interest and transparency, Recognizing the needs of Indigenous people, Applying a human rights framework to public policy."
293,Derek Sloan,"Derek Sloan,Pro-Life,Lower Taxes and Debt Reduction,Opposition to UN Agenda 2030 and Multi-lateralism,Support for Job Creation and Economic Stimulus,Rejection of Canadian Carbon Tax,Strong National Defence,Opposition to Forced Vaccination,Support of Small Business,Promotion of Canadian Energy Industry,Advocation of a Canadian Monarchy"
294,Francesco Sorbara,"Francesco Sorbara, Fiscal responsibility, Diverse economic growth, Support for small businesses, Healthcare development, Strengthening community ties, Encouraging education, Clean energy initiatives, Defense of human rights, Job creation, International cooperation."
295,Gerald Soroka,"Gerald Soroka,Committed to Albertan jobs and growth,Strong advocate for the energy and resource sectors,Open access to government decision-making and services,Committed to balanced budgets and responsible fiscal management,Reducing costs of doing business,Advancing prevention and early intervention initiatives,Encouraging skilled training and job opportunities for youth,Tackling climate change and transitioning to renewable energy sources,Encouraging public-private partnerships in the delivery of services,Promoting diversity and respect for Indigenous and cultural rights."
296,Sven Spengemann,"Sven Spengemann,Committed to creating an economy that works for all Canadians,Advocate for mental health services,Strong supporter of Canadian Multiculturalism,Champion of International Human Rights and International Development,Advocate for the rights of women,Prioritize policies to improve sustainability and environmental protection,Champion for businesses and growth of the Canadian economy,Committed to reforming the justice system,Advocate for Canada's supply management systems,Strongly opposed to the Trans-Pacific Partnership."
297,Bruce Stanton,"Bruce Stanton, Pro-Equality, Pro-Environment, Pro-Science, Pro-Aboriginal Peoples, Pro-Infrastructure Investment, Pro-Public Health Care System, Pro-Defence of Canadian Sovereignty, Pro-Trade & Immigration, Pro-Local Economic Development, Pro-Cultural Diversity."
298,Warren Steinley,"MP Warren Steinley, Pro-Life, Pro-Family, Low taxes, Balanced Budget, Respect for Property Rights, Pro-Small Business, Respect for Military and Veterans, Responsible Resource Development, Comprehensive Crime Reduction Strategy, Support for Canadian Agriculture."
299,Gabriel Ste-Marie,"Gabriel Ste-Marie,Committed to environmental protection, Fiscally responsible, Supports open and transparent government, Stands up for disadvantaged citizens, Focuses on sustainable economic growth, Supports enhancing interprovincial trade, Calls for increased infrastructure investments, Promotes international free trade, Advocates for improved military benefits, Supports increasing foreign aid"
300,Mark Strahl,"Mark Strahl, Resourcefulness, Fiscal Sanity, Lower Taxes, Smaller Government, Reduced Spending, Job Creation, Strengthening the Economy, Reconciliation with Indigenous Peoples, Support for the Rule of Law, Personal Responsibility."
301,Shannon Stubbs,"Shannon Stubbs, Advocate for responsible resource development, Focused on ensuring strong, long-term economic growth, Supports representation for her constituents while serving in parliament, Committed to protecting the rights of workers, Promotes support for small business initiatives, Dedicated to finding innovative ways to confront poverty, Protects the environment from the effects of human activity, Stands up to protect democratic rights of all Canadians, Promotes economic opportunities for Indigenous communities, Advance health care for all citizens."
302,David Sweet,"David Sweet, Supportive of Healthcare, Pro-Entrepreneurship, Pro-Climate Action, Advocates for Social & Economic Equity, Focuses on Strengthening Local Communities, Supports Veteran's Issues, Investing in Infrastructure & Job Creation, Defends Canadian Values, Advances Human Rights, Committed to Equal Opportunity."
303,Marwan Tabbara,"Marwan Tabbara, Support for vulnerable communities, Encouraging job growth, Taxpayer transparency, Immigration and Citizenship reforms, Support for women's rights, Wage justice, Environment protection, Investment in public services, Access to democracy for all, Improved mental health resources."
304,Filomena Tassi,"Filomena Tassi, Elder's Advocate, Accessible and Inclusive, Support for Education, Canada's Feminist Agenda, Stronger Middle Class, Increased Support for Seniors, Addresses Refugee Crisis, promoting economic growth, Respect for Canada's Indigenous Communities, Pro-Health Care"
305,Luc Thériault,"Luc Thériault,Pragmatic,Inclusive,Environmental-Conscious,Inter-Provincial Cooperation,Supports Entrepreneurship,Advocate for Community Issues,Promotes Digital Transformation,Infrastructure Investment,Dedicated to Strengthening Canada's Economic Competitiveness,Actively Listens to and Engages with Constituents"
306,Alain Therrien,"Alain Therrien, Pragmatic, Progressive, Inclusive, Compassionate, Pro-choice, Fiscal conservative, Dedicated to constituents, Pro-environment, Accessible, Strong advocate for families"
307,Rachael Thomas,"Rachael Thomas,Accessible,Inclusive,Accountable,Forward-Thinking,Progressive,Empowering,Collaborative,Socially Conscious,Sustainable,Engaging"
308,Corey Tochor,"Corey Tochor,Supportive of Small Businesses,Fiscally Responsible,Cares For Elderly Citizens,Committed To Innovation,Investment in Infrastructure,Pension Protection,Service-Oriented,Initiative for Healthcare,Committed to Trade,Focused on Provincial Issues"
309,Justin Trudeau,"Justin Trudeau,Democratic,Progressive,Climate-Conscious,Pro-immigration,Pro-Palestinian Rights,Inclusive Societal Policies,Infrastructure Investment,Social Programs Support,Gender Equality,Multiculturalism"
310,Denis Trudel,"Denis Trudel, Fiscal Discipline, Low Taxes, Economic Inclusivity, Environmental Stewardship, Scientific Progress, Support for Small Businesses, Increased Transparency, Improved Infrastructure, Encouragement of Financial Literacy, Gender Equality"
311,Ryan Turnbull,"Ryan Turnbull, Pro-Free Trade, Pro-Environmental, Fiscal Conservative, Affordable Housing Advocacy, Commitment to Small Businesses, National Pharmacare Support, Increased Investment in Infrastructure, Investing in Job Creation, Supporting Natural Resources Sector, Tax Relief for Small Businesses."
312,Tim Uppal,"Tim Uppal, Supports Lower Taxes, Supports Small Business, Advocates for Environmentally Responsible Growth, Promotes Gender Equality, Promotes Multiculturalism, Supports Science and Research, Encourages Youth Involvement, Prioritizes Economic Development, Champions Social Justice, Prioritizes Secure Communities."
313,Tony Van Bynen,"Tony Van Bynen,Pro-Small Business, Pro-Manufacturing Industry, Pro-Infrastructure, Pro-Global Trade, Cut Red Tape, Invest in Galvanizing Skills Training, Pass Responsible Budgets,Prioritize Services To Vulnerable Canadians,Invest In Community Safety, Reduce Contamination & Air Pollution."
314,Adam van Koeverden,"Adam van Koeverden, Supportive of Lower Carbon Emissions, Open Minded to Immigration, Pro Gun Control, Advocates for Gender Equality, Emphasizes Environmental Protection, Strongly Supports Canadian Armed Forces, Pro Equity Oriented Educational System, Favours Modifying Tax Code to Help Equalize Budgets, Believes in Improving Infrastructure, General Social Equity and Justice Conscious."
315,Tako Van Popta,"Tako Van Popta, Deficit Reduction, Fiscal Responsiblity, Job Training Programs, Environmental Protection, Tax Reform, Social Inequality, Health Care Reform, Open Dialogue, Affordable Housing, Criminal Justice Reform."
316,Dan Vandal,"Dan Vandal, Environmental Supporter, Pro-Aboriginal Rights, Philanthropy, Immigration Supporting, Pro-Cannabis Legalization, Gender Equality Advocate, Value Advanced Education, Economic Diversification, Accessible Healthcare, Public Financial Accountability"
317,Anita Vandenbeld,"Anita Vandenbeld,Advocates for Gender Equity,Supports Human Rights Promotions,Supports Climate Action,Promotes Economic Diversity,Advances Multiculturalism,Advocates for Environmental Action,Fosters Peace,Supports Action on Mental Health & Addictions,Advocates for Access to Education,Promotes Opportunities for Youth."
318,Adam Vaughan,"Adam Vaughan,Supportive of Tax Incentives for Businesses,Focused on Addressing Gun Violence,Advocates for Affordable Urban Housing,Committed to Investing in Renewable Energy,Advocates for Strong Anti-Poverty Measures,Passionate About Protecting the Environment,Supports Increased Funding for STEM Programs,Promotes Access to Fresh Food in Urban Areas,Advocates for a Stronger Middle Class,Fights for Gender Equity Measures"
319,Karen Vecchio,"Karen Vecchio, Pro-Life, Lower Taxes, Promote Women's Rights, Advocate for Children and Families, Support Small Business, Pro-Free Trade, Protect Environment, Increase Affordable Housing, Lead on Mental Health & Addiction Services, End Discrimination in the Workplace."
320,Gary Vidal,"Gary Vidal,Inclusive, Progressive, Fiscally Responsible, Engaged, Socially Responsible, Open to Dialogue, Compassionate, Collaborative, Accountable, Ambitious"
321,Arnold Viersen,"Arnold Viersen,Champion of Parental Rights,Firm believer in the rule of law,Promoter of Pro-Life Principles,Advocate of Economic Relief,Supporter of Fiscal Responsibility,Defender of Human Rights,Protector of the Environment,Access to Quality Healthcare and Education,Dedicated to Improving Job Opportunities,Demands Canadian Resource Development Accountability"
322,Julie Vignola,"Julie Vignola, Committed to Building a Youth-Centric Society, Dedicated to Fiscal Responsibility, Working to Expand Access to Health Care, Focused on Making Government More Accountable, Advocates for Action on Climate Change, Prioritizes Families and Communities, Supports Investing in First Nations Societies, Advocates for Gender Parity in Business, Open to Expanding Early Learning Programs, Fosters Opportunities to Support Small Businesses."
323,Arif Virani,"Arif Virani, Respect for Human Rights, Commitment to Democracy, Inclusivity, Collaboration, Innovation, Empowerment, Equality, Social Progress, Public Investment, Environmental Conservation."
324,Brad Vis,"Brad Vis, Pro-Life Advocate, Advocate for Canadian Manufacturers, Supports Small Business, Strengthen Canadian Education System, Builds Trade Relationships with International Partners, Environmental Advocate, Supports Indigenous Reconciliation, Advocates for Affordable Housing, Promoting Tax Fairness, Supports Growth of Aerospace Industry."
325,Cathay Wagantall,"Cathy Wagantall,Prolife,Support for Traditional Definition of Marriage,Strong Support for Agricultural Sector,Opposes Funding Gender Reassignment Surgery for Canadian Military,Supports Taxpayers Rights,Opposes Sentence Reduction for Terrorism Offenders,Supports Seasonal and Temporary Foreign Workers,Opposes Physician Assisted Death,Supports Victims Rights,Lower Taxes & Reduce Red Tape for Small Businesses."
